timestamp,nodeid,temperature_anomaly,humidity_anomaly,voltage_anomaly
1207,1,0,0,0
1207,2,0,0,0
1207,3,0,0,0
1207,10,0,0,0
1207,13,0,0,0
1207,34,0,0,0
1207,35,0,0,0
1207,54,0,0,0
1208,39,0,0,0
1210,27,0,0,0
1210,45,0,0,0
1211,30,0,0,0
1211,43,0,0,0
1212,10,0,0,0
1212,11,0,0,0
1212,41,0,0,0
1213,43,0,0,0
1213,51,0,0,0
1216,12,0,0,0
1217,1,0,0,0
1217,22,0,0,0
1217,32,0,0,0
1217,35,0,0,0
1217,54,0,0,0
1218,12,0,0,0
1219,31,0,0,0
1225,7,0,0,0
1225,24,0,0,0
1225,54,0,0,0
1226,12,0,0,0
1227,37,0,0,0
1230,46,0,0,0
1230,54,0,0,0
1231,3,0,0,0
1231,33,0,0,0
1231,53,0,0,0
1234,9,0,0,0
1234,11,0,0,0
1234,27,0,0,0
1237,1,0,0,0
1237,9,0,0,0
1237,28,0,0,1
1244,37,0,0,0
1244,53,0,0,0
1247,2,0,0,0
1247,31,0,0,0
1247,47,0,0,0
1251,28,0,0,1
1251,31,0,0,0
1251,38,0,0,0
1252,3,0,0,0
1252,48,0,0,0
1257,10,0,0,0
1257,49,0,0,0
1258,4,0,0,0
1258,6,0,0,0
1258,28,0,0,1
1258,34,0,0,0
1258,35,0,0,0
1258,36,0,0,0
1258,37,0,0,0
1259,2,0,0,0
1259,9,0,0,0
1259,37,0,0,0
1260,6,0,0,0
1260,12,0,0,0
1260,28,0,0,1
1260,36,0,0,0
1260,38,0,0,0
1264,35,0,0,0
1265,4,0,0,0
1265,13,0,0,0
1266,54,0,0,0
1268,13,0,0,0
1268,14,0,0,0
1268,34,0,0,0
1269,52,0,0,0
1273,9,0,0,0
1273,23,0,0,0
1273,53,0,0,0
1275,31,0,0,0
1275,35,0,0,0
1275,46,0,0,0
1276,11,0,0,0
1277,11,0,0,0
1277,31,0,0,0
1277,38,0,0,0
1278,3,0,0,0
1278,25,0,0,0
1278,52,0,0,0
1279,47,0,0,0
1281,10,0,0,0
1283,1,0,0,0
1283,2,0,0,0
1283,31,0,0,0
1283,36,0,0,0
1285,12,0,0,0
1285,13,0,0,0
1285,30,0,0,0
1285,39,0,0,0
1286,44,0,0,0
1289,3,0,0,0
1289,35,0,0,0
1289,36,0,0,0
1289,43,0,0,0
1290,2,0,0,0
1290,4,0,0,0
1290,35,0,0,0
1298,2,0,0,0
1298,13,0,0,0
1298,34,0,0,0
1298,35,0,0,0
1298,40,0,0,0
1298,46,0,0,0
1300,53,0,0,0
1301,36,0,0,0
1303,44,0,0,0
1306,7,0,0,0
1306,11,0,0,0
1306,14,0,0,0
1306,52,0,0,0
1307,2,0,0,0
1307,4,0,0,0
1307,6,0,0,0
1307,10,0,0,0
1307,13,0,0,0
1307,14,0,0,0
1307,38,0,0,0
1310,14,0,0,0
1310,51,0,0,0
1312,37,0,0,0
1316,13,0,0,0
1316,52,0,0,0
1317,22,0,0,0
1317,35,0,0,0
1318,1,0,0,0
1318,45,0,0,0
1319,43,0,0,0
1323,6,0,0,0
1324,11,0,0,0
1324,14,0,0,0
1324,34,0,0,0
1326,34,0,0,0
1326,37,0,0,0
1326,43,0,0,0
1327,44,0,0,0
1330,11,0,0,0
1330,47,0,0,0
1336,47,0,0,0
1337,2,0,0,0
1337,11,0,0,0
1337,14,0,0,0
1337,34,0,0,0
1342,1,0,0,0
1342,13,0,0,0
1342,35,0,0,0
1342,38,0,0,0
1344,34,0,0,0
1344,46,0,0,0
1346,34,0,0,0
1346,46,0,0,0
1350,11,0,0,0
1350,43,0,0,0
1352,12,0,0,0
1352,13,0,0,0
1356,39,0,0,0
1356,46,0,0,0
1357,37,0,0,0
1359,2,0,0,0
1359,38,0,0,0
1367,1,0,0,0
1367,14,0,0,0
1367,53,0,0,0
1371,13,0,0,0
1372,34,0,0,0
1372,43,0,0,0
1374,12,0,0,0
1374,13,0,0,0
1374,40,0,0,0
1374,53,0,0,0
1375,12,0,0,0
1375,29,0,0,0
1377,1,0,0,0
1377,12,0,0,0
1377,39,0,0,0
1381,48,0,0,0
1382,37,0,0,0
1382,38,0,0,0
1382,40,0,0,0
1383,35,0,0,0
1390,34,0,0,0
1390,35,0,0,0
1390,37,0,0,0
1390,54,0,0,0
1391,40,0,0,0
1393,13,0,0,0
1393,47,0,0,0
1394,37,0,0,0
1394,39,0,0,0
1397,1,0,0,0
1397,31,0,0,0
1397,34,0,0,0
1397,38,0,0,0
1400,39,0,0,0
1400,40,0,0,0
1404,44,0,0,0
1407,40,0,0,0
1409,40,0,0,0
1411,38,0,0,0
1413,30,0,0,0
1415,42,0,0,0
